key,region,description,easting,northing,latitude,longitude,url
H703F,Hong Kong Island,Connaught Road West,832744,816646,22.28871049,114.142678,http://tdcctv.data.one.gov.hk/H703F.JPG
K901F,Kowloon,Western Harbour Crossing Kowloon Side,834653,818737,22.30759635,114.1612005,http://tdcctv.data.one.gov.hk/K901F.JPG
K931F,Kowloon,Tate's Cairn Tunnel Kowloon Side,839329,821626,22.33368375,114.2065874,http://tdcctv.data.one.gov.hk/K931F.JPG
K952F,Kowloon,Eastern Harbour Crossing Kowloon Side,842151,818052,22.30140107,114.2339672,http://tdcctv.data.one.gov.hk/K952F.JPG
ST942F,Shatin & Ma On Shan,Tate's Cairn Tunnel Shatin Side,839615,826984,22.38206891,114.2093748,http://tdcctv.data.one.gov.hk/ST942F.JPG
K121F,Kowloon,Canton Road near Salisbury Road,835484,817483,22.29627254,114.1692661,http://tdcctv.data.one.gov.hk/K121F.JPG
TL101F,"Tai Po, North & Yuen Long",Tsing Long Highway near Ko Po San Tsuen,823839,833278,22.43886499,114.056136,http://tdcctv.data.one.gov.hk/TL101F.JPG
TR706F,Tuen Mun & Tin Shui Wai,Tuen Mun Road near MTR Siu Hong Station,815928,830242,22.41137289,113.9793256,http://tdcctv.data.one.gov.hk/TR706F.JPG
TS101F,Tsuen Wan,Nam Wan Tunnel - Sai Tso Wan Side,827717,822693,22.34330086,114.0938645,http://tdcctv.data.one.gov.hk/TS101F.JPG
NL206F,Lantau,Shun Long Road near North Lantau Highway,815053,817871,22.29964603,113.9709987,http://tdcctv.data.one.gov.hk/NL206F.JPG
CW103F,Hong Kong Island,Central - Wan Chai Bypass near Central,834217,816498,22.28737633,114.1569719,http://tdcctv.data.one.gov.hk/CW103F.JPG
CW803F,Hong Kong Island,Central - Wan Chai Bypass near City Garden,837796,816776,22.28988738,114.191702,http://tdcctv.data.one.gov.hk/CW803F.JPG
AID08201,Lantau,North Lantau Highway near Tung Chung (N) - Eastbound,811644,817229,22.29380308,113.9379186,http://tdcctv.data.one.gov.hk/AID08201.JPG
AID08122,Lantau,North Lantau Highway near Tung Chung (N) - Westbound,811938,816912,22.29094,113.94077,http://tdcctv.data.one.gov.hk/AID08122.JPG
AID08218,Lantau,North Lantau Highway near Tung Yip Hang - Eastbound,818137,820134,22.3201174,114.0008947,http://tdcctv.data.one.gov.hk/AID08218.JPG
AID08107,Lantau,North Lantau Highway near Tung Yip Hang - Westbound,817943,819964,22.31858015,113.9990137,http://tdcctv.data.one.gov.hk/AID08107.JPG
AID08212,Lantau,North Lantau Highway near Tai Ho Wan - Eastbound,815896,818294,22.30347613,113.9791671,http://tdcctv.data.one.gov.hk/AID08212.JPG
AID08112,Lantau,North Lantau Highway near Tai Ho Wan - Westbound,816064,818405,22.3044805,113.9807961,http://tdcctv.data.one.gov.hk/AID08112.JPG
NL022F,Lantau,Tung Wing Road,811731,818807,22.30805,113.93874,http://tdcctv.data.one.gov.hk/NL022F.JPG
HH001F,"Tai Po, North & Yuen Long",Heung Yuen Wai Highway near Fanling Highway Interchange,833872,837592,22.47786575,114.1535925,http://tdcctv.data.one.gov.hk/HH001F.JPG
HH002F,"Tai Po, North & Yuen Long",Heung Yuen Wai Highway near Cheung Shan Tunnel North Portal,835662,843397,22.53028872,114.1709837,http://tdcctv.data.one.gov.hk/HH002F.JPG
HH003F,"Tai Po, North & Yuen Long",Heung Yuen Wai Highway near Ping Yeung Interchange,834720,844372,22.53909273,114.1618259,http://tdcctv.data.one.gov.hk/HH003F.JPG
HH004F,"Tai Po, North & Yuen Long",Heung Yuen Wai Highway near Lin Ma Hang Road Interchange,833782,845125,22.54589147,114.1527062,http://tdcctv.data.one.gov.hk/HH004F.JPG
GF0710,Kowloon,(Smart Lamppost)Wai Yip Street near Sheung Yuet Road,839822,820318,22.32187,114.21137,http://tdcctv.data.one.gov.hk/GF0710.JPG
DF3641,Kowloon,(Smart Lamppost)Shing Kai Road near Muk Chui Street,839128,821363,22.33131,114.2046,http://tdcctv.data.one.gov.hk/DF3641.JPG
AID03203,Kowloon,West Kowloon Highway Southbound near Hoi Lai Estate ,832503,821513,22.332597,114.140284,http://tdcctv.data.one.gov.hk/AID03203.JPG
AID03204,Kowloon,West Kowloon Highway Southbound near Hing Wah Street West,833364,821148,22.32936742,114.1486862,http://tdcctv.data.one.gov.hk/AID03204.JPG
AID03112,Kowloon,West Kowloon Highway Northbound near Hing Wah Street West,833449,821105,22.32897925,114.1495114,http://tdcctv.data.one.gov.hk/AID03112.JPG
AID03114,Kowloon,West Kowloon Highway Northbound near Tsing Sha Highway,832745,821404,22.331691,114.142678,http://tdcctv.data.one.gov.hk/AID03114.JPG
AID07103,Kowloon,Tseung Kwan O Road Westbound near Telephone Exchange,844773,819713,22.31638993,114.2594218,http://tdcctv.data.one.gov.hk/AID07103.JPG
AID07104,Kowloon,Tseung Kwan O Road near  Westbound near Tseung Kwan O Tunnel Portal,844351,820112,22.320006,114.255329,http://tdcctv.data.one.gov.hk/AID07104.JPG
AID09154,"Tai Po, North & Yuen Long",Fanling Highway Eastbound near So Kwun Po Road,831344,839895,22.498633,114.129019,http://tdcctv.data.one.gov.hk/AID09154.JPG
AID09157,"Tai Po, North & Yuen Long",Fanling Highway Eastbound near Pak Wo Road,838760,832885,22.488385,114.144002,http://tdcctv.data.one.gov.hk/AID09157.JPG
AID09252,"Tai Po, North & Yuen Long",Fanling Highway Westbound near Fanling Centre,832836,838768,22.48848374,114.1435232,http://tdcctv.data.one.gov.hk/AID09252.JPG
AID09254,"Tai Po, North & Yuen Long",Fanling Highway Westbound near Exit to So Kwun Po Road,831828,839589,22.49589538,114.1337255,http://tdcctv.data.one.gov.hk/AID09254.JPG
AID09255,"Tai Po, North & Yuen Long",Fanling Highway Westbound near Entrance from So Kwun Po Road,831335,839891,22.498459,114.128933,http://tdcctv.data.one.gov.hk/AID09255.JPG
